symbol,name,exchange,sector,industry,marketCap,country
DELL,Dell Technologies Inc.,NYQ,,,157339172864.0,US
1ANET.MI,Arista Networks,MIL,,,157295443968.0,US
062970.KQ,KAM,KOE,,,157279141888.0,US
W1DA34.SA,WORKDAY INC DRN,SAO,,,157241982976.0,US
6914.T,OPTEX GROUP COMPANY LTD,JPX,,,156795699200.0,US
0A1U.L,UBER TECHNOLOGIES INC UBER TECH,LSE,,,156823764992.0,US
BBOX.BO,BLACK BOX LIMITED,BSE,,,156213559296.0,US
BBOX.NS,BLACK BOX LIMITED,NSI,,,155973943296.0,US
068790.KQ,DMS,KOE,,,155949268992.0,US
6866.T,HIOKI E.E. CORP,JPX,,,155909013504.0,US
192410.KQ,ONEUL E&M,KOE,,,155100020736.0,US
FPTVN11.BK,FPTVN11_DR FPTVN#KS,SET,,,155019149312.0,US
321370.KQ,SV,KOE,,,154994704384.0,US
MRVL,"Marvell Technology, Inc.",NMS,,,154876592128.0,US
T1WL34.SA,TWILIO INC  DRN,SAO,,,154619625472.0,US
054920.KQ,Hancom WITH,KOE,,,154517667840.0,US
142210.KQ,Unitrontech,KOE,,,154390446080.0,US
FPTVN19.BK,FPTVN19_DR FPTVN#YUANTA,SET,,,154167394304.0,US
1171.F,Arista Networks Inc.          R,FRA,,,154076545024.0,US
0992.HK,LENOVO GROUP,HKG,,,154065862656.0,US
APH,Amphenol Corporation,NYQ,,,153779306496.0,US
000725.SZ,BOE TECHNOLOGY GROUP,SHZ,,,153363513344.0,US
KI5.MU,Kioxia Holdings Corporation   R,MUN,,,153164693504.0,US
STXH.VI,SEAGATE TECHNOLOGY HOLDINGS,VIE,,,152924176384.0,US
UBER,"Uber Technologies, Inc.",NYQ,,,152853118976.0,US
6147.TWO,CHIPBOND TECHNOLOGY CORP,TWO,,,152641667072.0,US
847.F,Seagate Technolog.Holdings PLCR,FRA,,,152475713536.0,US
1STX.MI,SEAGATE TECHNOLOGY HOLDINGS,MIL,,,152027250688.0,US
TDRN.TA,TADIRAN GROUP LTD,TLV,,,1516287744.0,US
CRUS.MX,CIRRUS LOGIC INC,MEX,,,151491936256.0,US
CRWD,"CrowdStrike Holdings, Inc.",NMS,,,151215063040.0,US
Z1OM34.SA,ZOOM COMMS  DRN,SAO,,,151202414592.0,US
083500.KQ,FNS TECH,KOE,,,150664347648.0,US
SAP0.F,SAP SE                        R,FRA,,,150648078336.0,US
RPAC.TA,RAPAC COMM & INFRA,TLV,,,1506122112.0,US
F1IS34.SA,FISERV INC  DRN,SAO,,,150228320256.0,US
688072.SS,PIOTECH INC,SHH,,,149810348032.0,US
388790.KQ,LiComm,KOE,,,149501394944.0,US
093640.KQ,KRM,KOE,,,149091008512.0,US
396270.KQ,NEXTCHIP,KOE,,,149087338496.0,US
108230.KQ,TOPTEC,KOE,,,147746308096.0,US
2317.T,SYSTENA CORPORATION,JPX,,,147271811072.0,US
381620.KQ,ZENIX ROBOTICS,KOE,,,146921570304.0,US
105330.KQ,KNW,KOE,,,146642518016.0,US
GLW.F,CORNING INC.                  R,FRA,,,146446139392.0,US
CIFR.MX,CIPHER DIGITAL INC,MEX,,,146235080704.0,US
290740.KQ,ActRo,KOE,,,145826365440.0,US
GLW.VI,CORNING INC,VIE,,,145809260544.0,US
9715.T,TRANSCOSMOS INC,JPX,,,145769103360.0,US
GLW.DE,CORNING INC.                  R,GER,,,145740398592.0,US
TOELY,Tokyo Electron Ltd.,PNK,,,145624006656.0,US
MTE0.F,Micron Technology Inc.        R,FRA,,,145549852672.0,US
1GLW.MI,CORNING,MIL,,,145482219520.0,US
215100.KQ,RoboRobo,KOE,,,145034838016.0,US
2451.TW,TRANSCEND INFORMATION INC,TAI,,,144940204032.0,US
688525.SS,BIWIN STORAGE TECHNOLOGY CO LTD,SHH,,,144217276416.0,US
TOELF,Tokyo Electron Ltd.,PNK,,,144063873024.0,US
2409.TW,AUO CORPORATION,TAI,,,143772237824.0,US
WDC.F,WESTERN DIGITAL CORP.         R,FRA,,,143611805696.0,US
WDC.DE,WESTERN DIGITAL CORP.         R,GER,,,143508406272.0,US
336680.KQ,Top Run Total Solution,KOE,,,143272755200.0,US
115440.KQ,WooriNet,KOE,,,143157936128.0,US
1WDC.MI,WESTERN DIGITAL,MIL,,,142836285440.0,US
WDC.VI,WESTERN DIGITAL CORP,VIE,,,142732886016.0,US
148150.KQ,Se Gyung Hi Tech,KOE,,,142576386048.0,US
417500.KQ,JI-Tech,KOE,,,142136459264.0,US
CRM,"Salesforce, Inc.",NYQ,,,141940506624.0,US
200725.SZ,BOE TECHNOLOGY GROUP,SHZ,,,141509328896.0,US
085670.KQ,NEWFLEX,KOE,,,140589137920.0,US
094280.KS,HYOSUNG ITX,KSC,,,140187238400.0,US
KFINTECH.NS,KFIN TECHNOLOGIES LIMITED,NSI,,,139507499008.0,US
234030.KQ,SYNIC SOLUTION,KOE,,,139505549312.0,US
KFINTECH.BO,KFin Technologies Limited,BSE,,,139455725568.0,US
PGEL.BO,PG ELECTROPLAST LTD.,BSE,,,138996793344.0,US
PGEL.NS,PG ELECTROPLAST LTD,NSI,,,139057119232.0,US
049080.KQ,GIGALANE,KOE,,,138778804224.0,US
041520.KQ,ELC,KOE,,,138622730240.0,US
ECLERX.BO,ECLERX SERVICES LTD.,BSE,,,138284826624.0,US
ECLERX.NS,ECLERX SERVICES LTD,NSI,,,138210279424.0,US
603019.SS,DAWNING INFORMATION INDUSTRY CO,SHH,,,138205921280.0,US
ODINE.IS,ODINE TEKNOLOJI,IST,,,138125000704.0,US
4722.T,FUTURE CORPORATION,JPX,,,138068475904.0,US
GLOB.BA,GLOBANT SA CEDEAR EACH 18 REP 1,BUE,,,2389003206656.0,US
071280.KQ,RORZE,KOE,,,137824485376.0,US
TSG.TA,TSG IT ADVANCED,TLV,,,1375284864.0,US
2347.TW,SYNNEX TECHNOLOGY INTERNATIONAL,TAI,,,137438838784.0,US
688783.SS,XI'AN ESWIN MATERIAL TECHNOLOGY,SHH,,,137164070912.0,US
QRVO.MX,QORVO INC,MEX,,,137045204992.0,US
054800.KQ,IDIS Holdings,KOE,,,136888033280.0,US
080420.KQ,Moda-InnoChips,KOE,,,136424570880.0,US
RPI.L,RASPBERRY PI HOLDINGS PLC ORD 0,LSE,,,1360710656.0,US
250060.KQ,Mobiis,KOE,,,135967612928.0,US
19MW.MI,MARVELL TECHNOLOGY,MIL,,,135850827776.0,US
9MW.DE,Marvell Technology Inc.       R,GER,,,135780786176.0,US
6442.TW,EZCONN CORPORATION,TAI,,,135499522048.0,US
DELL.VI,DELL TECHNOLOGIES INC,VIE,,,135304282112.0,US
078890.KQ,KAON Group,KOE,,,135250673664.0,US
3260.TWO,ADATA TECHNOLOGY CO. LTD.,TWO,,,135141949440.0,US
12DA.DE,Dell Technologies Inc.        R,GER,,,134784122880.0,US
1DELL.MI,Dell Technologies,MIL,,,134751617024.0,US
9MW.F,Marvell Technology Inc.       R,FRA,,,134887718912.0,US
0AAE.IL,AUTOSTORE HOLDINGS LTD AUTOSTOR,IOB,,,134261194752.0,US
688498.SS,YUANJIE SEMICONDUCTOR TECHNOLOG,SHH,,,194289123328.0,US
SNEJF,Sony Group Corporation,PNK,,,133817581568.0,US
357880.KQ,SKAI,KOE,,,133616156672.0,US
12DA.F,Dell Technologies Inc.        R,FRA,,,133581275136.0,US
396470.KQ,WOT,KOE,,,133473599488.0,US
ZENSARTECH.BO,ZENSAR TECHNOLOGIES LTD.,BSE,,,110706778112.0,US
300604.SZ,HANGZHOU CHANG CHUAN TECHNOLOGY,SHZ,,,132910702592.0,US
XPH.F,Amphenol Corp.                R,FRA,,,132865327104.0,US
688521.SS,VERISILICON MICROELECTRONICS (S,SHH,,,132846198784.0,US
300857.SZ,SHARETRONIC DATA TECHNOLOGY CO ,SHZ,,,132776779776.0,US
QBTS.MX,D-WAVE QUANTUM INC,MEX,,,132664524800.0,US
APH.VI,AMPHENOL CORP-CL A,VIE,,,132545462272.0,US
XPH.DE,Amphenol Corp.                R,GER,,,132348633088.0,US
MRVL.VI,MARVELL TECHNOLOGY INC,VIE,,,132488708096.0,US
1APH.MI,Amphenol Corp,MIL,,,132299415552.0,US
UT8.SG,Uber Technologies Inc.,STU,,,131886456832.0,US
SONY,Sony Group Corporation,NYQ,,,131808845824.0,US
6966.T,MITSUI HIGH TEC INC,JPX,,,131396812800.0,US
1888.HK,KB LAMINATES,HKG,,,131307413504.0,US
MPIX.JK,Mitra Pedagang Indonesia Tbk.,JKT,,,131256246272.0,US
086960.KQ,MDS Tech,KOE,,,131240910848.0,US
UT8.F,Uber Technologies Inc.        R,FRA,,,131112935424.0,US
475580.KQ,ALUX,KOE,,,131037560832.0,US
6750.T,ELECOM CO,JPX,,,131009077248.0,US
136540.KQ,WINS Technet,KOE,,,130769690624.0,US
UBER.VI,UBER TECHNOLOGIES INC,VIE,,,130766872576.0,US
1UBER.MI,UBER TECHNOLOGIES,MIL,,,130705809408.0,US
UT8.DE,Uber Technologies Inc.        R,GER,,,130644746240.0,US
SHOP,Shopify Inc.,NMS,,,130128805888.0,US
205100.KQ,XM,KOE,,,129847009280.0,US
45C.F,Crowdstrike Holdings Inc      R,FRA,,,129813626880.0,US
263860.KQ,GENIANS,KOE,,,129500069888.0,US
4478.T,FREEE K K,JPX,,,129334927360.0,US
HIPR.TA,HIPER GLOBAL LTD,TLV,,,1292677632.0,US
FSLR34.SA,FIRST SOLAR DRN,SAO,,,129014956032.0,US
1CRWD.MI,Crowdstrike Hold,MIL,,,128490037248.0,US
032580.KQ,Fidelix,KOE,,,127987138560.0,US
603501.SS,OMNIVISION INTEGRATED CIRCUITS ,SHH,,,127873122304.0,US
M1DB34.SA,MONGODB INC DRN,SAO,,,133629247488.0,US
047560.KQ,ESTsoft,KOE,,,127021064192.0,US
ADTTF,Advantest Corp.,PNK,,,126942560256.0,US
090850.KQ,HYUNDAI EZWEL,KOE,,,126101045248.0,US
TKY.F,TOKYO ELECTRON LTD.           R,FRA,,,126307876864.0,US
6285.TW,WNC CORPORATION,TAI,,,125752565760.0,US
045970.KQ,CoAsia,KOE,,,125524860928.0,US
042510.KQ,RaonSecure,KOE,,,125347602432.0,US
UT80.F,Uber Technologies Inc.        R,FRA,,,125194117120.0,US
9903.HK,ILUVATAR COREX,HKG,,,125124321280.0,US
2324.TW,COMPAL ELECTRONICS INC,TAI,,,124831768576.0,US
6961.T,ENPLAS CORP,JPX,,,124701376512.0,US
443670.KQ,SPsoft,KOE,,,124687572992.0,US
002600.SZ,LINGYI ITECH (GUANGDONG) COMPAN,SHZ,,,123800895488.0,US
ATEYY,Advantest Corp.,PNK,,,123221327872.0,US
45C0.F,Crowdstrike Holdings Inc.     R,FRA,,,123224432640.0,US
090470.KQ,JAS Robotics,KOE,,,123012915200.0,US
1CRM.MI,SALESFORCE,MIL,,,122708066304.0,US
CRM.VI,SALESFORCE.COM INC,VIE,,,122708066304.0,US
FOO.DE,Salesforce Inc.               R,GER,,,122658979840.0,US
3778.T,SAKURA INTERNET INC,JPX,,,122470866944.0,US
6510.TWO,CHUNGHWA PRECISION TEST TECH CO,TWO,,,122466918400.0,US
603296.SS,HUAQIN TECHNOLOGY CO LTD,SHH,,,122306838528.0,US
049520.KQ,UIL,KOE,,,122094141440.0,US
2760.T,TOKYO ELECTRON DEVICE,JPX,,,122068090880.0,US
FOO.F,Salesforce Inc.               R,FRA,,,121890013184.0,US
ENPH.MX,ENPHASE ENERGY INC,MEX,,,121384845312.0,US
3296.HK,HUAQIN,HKG,,,,US
PHGN34.SA,KOPHILIPS   DRN,SAO,,,120744443904.0,US
0763.HK,ZTE,HKG,,,120640749568.0,US
255440.KQ,YAS,KOE,,,120596946944.0,US
6800.T,YOKOWO CO LTD,JPX,,,120515821568.0,US
N1TA34.SA,NETAPP INC  DRN,SAO,,,121515704320.0,US
TKY0.F,Tokyo Electron Ltd.           R,FRA,,,122581417984.0,US
036010.KQ,ABEL,KOE,,,120035196928.0,US
109740.KQ,DSK,KOE,,,119733379072.0,US
0015S0.KQ,FESCARO,KOE,,,119721222144.0,US
069510.KQ,ESTec,KOE,,,119590199296.0,US
096250.KQ,WISEnut,KOE,,,119571374080.0,US
039980.KQ,Polaris AI,KOE,,,119429472256.0,US
6805.TW,FOSITEK CORP,TAI,,,118941188096.0,US
KYCCF,Keyence Corp.,PNK,,,118837313536.0,US
048770.KQ,TPC Robotics,KOE,,,118833790976.0,US
049950.KQ,meerecompany,KOE,,,118820167680.0,US
601012.SS,LONGI GREEN ENERGY TECHNOLOGY C,SHH,,,118217834496.0,US
6227.T,AIMECHATEC LTD,JPX,,,117573566464.0,US
311320.KQ,GO Element,KOE,,,117063114752.0,US
029480.KQ,Kwangmu,KOE,,,117019131904.0,US
100590.KQ,Mercury,KOE,,,116963352576.0,US
306620.KQ,GIS,KOE,,,116890238976.0,US
066310.KQ,QSI,KOE,,,116875927552.0,US
688702.SS,SUZHOU CENTEC COMMUNICATIONS CO,SHH,,,116849999872.0,US
093190.KQ,Bixolon,KOE,,,116806606848.0,US
6082.HK,BIREN TECH,HKG,,,116674994176.0,US
688111.SS,BEIJING KINGSOFT OFFICE SOFTWAR,SHH,,,116445413376.0,US
3491.TWO,UNIVERSAL MICROWAVE TECHNOLOGY ,TWO,,,116280664064.0,US
141000.KQ,Viatron,KOE,,,116161224704.0,US
0501.HK,OMNIVISION,HKG,,,115778207744.0,US
6613.HK,LENS,HKG,,,115710001152.0,US
460940.KQ,P&S Robotics,KOE,,,115294396416.0,US
6526.TW,AIROHA TECHNOLOGY CORP,TAI,,,115243819008.0,US
014915.KS,SungmoonElec(1P),KSC,,,114902040576.0,US
SON1.VI,SONY CORP,VIE,,,114675466240.0,US
267850.KS,AsianaIDT,KSC,,,114330001408.0,US
079810.KQ,APSInno,KOE,,,113782202368.0,US
SON1.F,Sony Group Corp.              R,FRA,,,113671094272.0,US
002230.SZ,IFLYTEK CO LTD,SHZ,,,113234034688.0,US
131370.KQ,RSUPPORT,KOE,,,112949551104.0,US
331740.KQ,Autocrypt,KOE,,,112490045440.0,US
7721.T,TOKYO KEIKI INC,JPX,,,112237297664.0,US
T1AM34.SA,ATLASSIAN CODRN,SAO,,,111860875264.0,US
307.F,Shopify Inc.                  R,FRA,,,111079235584.0,US
A1KA34.SA,AKAMAI TECHNDRN,SAO,,,110766268416.0,US
ZENSARTECH.NS,ZENSAR TECHNOLOGIES  LTD,NSI,,,110727315456.0,US
4776.T,CYBOZU INC,JPX,,,110615846912.0,US
9824.T,SENSHU ELECTRIC CO,JPX,,,110504861696.0,US
SONA.F,Sony Group Corp.              R,FRA,,,110480752640.0,US
HHPDL.XC,Hon Hai Precision Industry Co L,CXE,,,110474297344.0,US
348350.KQ,WITHTECH,KOE,,,109952999424.0,US
600673.SS,GUANGDONG HEC TECHNOLOGY HOLDIN,SHH,,,109878845440.0,US
091120.KQ,EM-Tech,KOE,,,109692559360.0,US
PAYC.MX,PAYCOM SOFTWARE INC,MEX,,,109573677056.0,US
F1NI34.SA,FIDELITY NATDRN,SAO,,,109247578112.0,US
INTU,Intuit Inc.,NMS,,,109361717248.0,US
6627.T,TERA PROBE INC,JPX,,,108436111360.0,US
HNHPF,Hon Hai Precision Industry Co. ,PNK,,,108350857216.0,US
FOO0.F,Salesforce Inc.               R,FRA,,,108157812736.0,US
006140.KQ,PJ Electro,KOE,,,108068552704.0,US
5269.TW,ASMEDIA TECHNOLOGY INC,TAI,,,107243683840.0,US
KIOS.JK,Kioson Komersial Indonesia Tbk.,JKT,,,107586289664.0,US
VAN.F,ADVANTEST CORP.               R,FRA,,,107531231232.0,US
052860.KQ,I&C,KOE,,,107112775680.0,US
3264.TWO,ARDENTEC CORPORATION,TWO,,,107105918976.0,US
4819.T,DIGITAL GARAGE,JPX,,,107097726976.0,US
167A.T,RYOYO RYOSAN HOLDINGS INC,JPX,,,106828914688.0,US
HFCL.BO,HFCL LIMITED,BSE,,,226544254976.0,US
094840.KQ,Suprema HQ,KOE,,,106494345216.0,US
424960.KQ,Smart Radar System,KOE,,,106135592960.0,US
3706.TW,MITAC HOLDINGS CORPORATION,TAI,,,106044243968.0,US
VANA.F,Advantest Corp.               R,FRA,,,105906364416.0,US
ALLT.TA,ALLOT LTD,TLV,,,1054292800.0,US
ARD.TA,ARAD LTD,TLV,,,1051055936.0,US
ASTRAMICRO.NS,ASTRA MICROWAVE LTD,NSI,,,105066143744.0,US
2492.T,INFOMART CORPORATION,JPX,,,105004097536.0,US
088390.KQ,INNOX,KOE,,,104652046336.0,US
131400.KQ,EV.A.M.,KOE,,,103990034432.0,US
6257.TW,SIGURD MICROELECTRONICS CORP,TAI,,,103895547904.0,US
6855.T,JAPAN ELECTRONIC MATERIALS CORP,JPX,,,103893794816.0,US
600584.SS,JCET GROUP CO LTD,SHH,,,103875510272.0,US
377480.KQ,MAUM.AI,KOE,,,103717027840.0,US
ACN,Accenture plc,NYQ,,,103897767936.0,US
101330.KQ,MOBASE,KOE,,,103393165312.0,US
RGTI.MX,RIGETTI COMPUTING INC,MEX,,,103329488896.0,US
BOLT.BA,BOLDT SA,BUE,,,103261855744.0,US
000977.SZ,IEIT SYSTEMS CO LTD,SHZ,,,103101743104.0,US
053580.KQ,WebCash,KOE,,,102757023744.0,US
CMDR.TA,COMPUTER DIRECT,TLV,,,1026397888.0,US
411080.KQ,SANDS LAB,KOE,,,101835145216.0,US
6727.T,WACOM CO LTD,JPX,,,101585346560.0,US
301377.SZ,GUANGDONG DTECH TECHNOLOGY CO L,SHZ,,,101552898048.0,US
463020.KQ,NEWEN AI,KOE,,,101489254400.0,US
XIACF,Xiaomi Corp.,PNK,,,101479219200.0,US
321260.KQ,PRO2000,KOE,,,101256224768.0,US
008700.KS,AnamElec,KSC,,,101183184896.0,US
KEE.F,KEYENCE CORP.                 R,FRA,,,101181489152.0,US
051160.KQ,GAEASOFT,KOE,,,100417855488.0,US
002450.KS,SamickMusInstr,KSC,,,100208738304.0,US
SHVA.TA,AUTOMATIC BANK,TLV,,,1001826112.0,US
ADBE,Adobe Inc.,NMS,,,100079919104.0,US
XIACY,Xiaomi Corp.,PNK,,,99929915392.0,US
117670.KQ,Alphachips,KOE,,,99887775744.0,US
2492.TW,WALSIN TECHNOLOGY CORP,TAI,,,99869786112.0,US
2737.T,TOMEN DEVICES CORPORATION,JPX,,,99292307456.0,US
4180.T,APPIER GROUP INC,JPX,,,98703007744.0,US
IFNNF,Infineon Technologies AG,OQX,,,98567045120.0,US
8358.TWO,CO-TECH DEVELOPMENT CORP,TWO,,,98345246720.0,US
076610.KQ,Haesung Optics,KOE,,,98303434752.0,US
054620.KQ,APS,KOE,,,98191949824.0,US
IFNNY,Infineon Technologies AG,OQX,,,98138210304.0,US
NOW,"ServiceNow, Inc.",NYQ,,,98046451712.0,US
042500.KQ,RingNet,KOE,,,97971109888.0,US
ASTRAMICRO.BO,ASTRA MICROWAVE PRODUCTS LTD.,BSE,,,105170583552.0,US
173130.KQ,OPASNET,KOE,,,97431838720.0,US
3156.T,RESTAR CORPORATION,JPX,,,97427931136.0,US
010280.KQ,ITCENENTEC,KOE,,,97425162240.0,US
4071.T,PLUS ALPHA CONSULTING CO LTD,JPX,,,97329168384.0,US
HPQB34.SA,HP COMPANY  DRN,SAO,,,97207541760.0,US
251630.KQ,V-ONE TECH,KOE,,,97070424064.0,US
APC0.F,Apple Inc.                    R,FRA,,,96936550400.0,US
NOVTN.MX,NOVANTA INC,MEX,,,96785907712.0,US
005870.KS,HuneedTechnologies,KSC,,,96738721792.0,US
6387.T,SAMCO INC,JPX,,,96629047296.0,US
BLACKBUCK.BO,BlackBuck Limited,BSE,,,96623370240.0,US
BLACKBUCK.NS,BLACKBUCK LIMITED,NSI,,,96532422656.0,US
300136.SZ,SHENZHEN SUNWAY COMMUNICATION C,SHZ,,,96379510784.0,US
031820.KS,ITCENCTS,KSC,,,96323330048.0,US
ATS.PR,AT&S AUSTRIA TECH,PRA,,,96270303232.0,US
SNPS,"Synopsys, Inc.",NMS,,,96244596736.0,US
5253.T,COVER CORPORATION,JPX,,,96242925568.0,US
PCBT.TA,P.C.B TECHNOLOGIES,TLV,,,962407936.0,US
6947.T,ZUKEN INC,JPX,,,96210870272.0,US
418470.KQ,kt millie seojae,KOE,,,95828795392.0,US
CDNS,"Cadence Design Systems, Inc.",NMS,,,95774343168.0,US
INTELLECT.BO,INTELLECT DESIGN ARENA LIMITED,BSE,,,95606013952.0,US
3363.TWO,FOCI FIBER OPTIC COMMUNICATIONS,TWO,,,95571714048.0,US
084730.KQ,Thinkware,KOE,,,95496683520.0,US
INTELLECT.NS,INTELLECT DESIGN ARENA,NSI,,,95404531712.0,US
601231.SS,UNIVERSAL SCIENTIFIC IND (SHANG,SHH,,,94775795712.0,US
AAPL19.BK,AAPL19_DR AAPL#YUANTA,SET,,,94733443072.0,US
2377.TW,MICRO-STAR INTERNATIONAL CO,TAI,,,94623891456.0,US
688120.SS,HWATSING TECHNOLOGY CO LTD,SHH,,,94605451264.0,US
GAMI.BA,B-GAMING S.A.,BUE,,,94520000512.0,US
7595.T,ARGO GRAPHICS,JPX,,,94340063232.0,US
294630.KQ,SuNAM,KOE,,,94282711040.0,US
KNOS.L,KAINOS GROUP PLC ORD 0.5P,LSE,,,941263744.0,US
4749.TWO,ecsc,TWO,,,94123991040.0,US
6737.T,EIZO CORP,JPX,,,94011482112.0,US
093920.KQ,SWIT,KOE,,,93929996288.0,US
PATH.MX,UIPATH INC,MEX,,,93679812608.0,US
ITU.DE,Intuit Inc.                   R,GER,,,93556867072.0,US
INTU.VI,INTUIT INC,VIE,,,93843259392.0,US
1INTU.MI,INTUIT,MIL,,,93432422400.0,US
3030.TW,TEST RESEARCH INC,TAI,,,93305323520.0,US
S1.MX,SENTINELONE INC,MEX,,,93224615936.0,US
MLTH.TA,MALAM-TEAM HOLD,TLV,,,930116864.0,US
HDIT.JK,Hensel Davest Indonesia Tbk.,JKT,,,93005479936.0,US
TRST.L,TRUSTPILOT GROUP PLC ORD GBP0.0,LSE,,,929666560.0,US
175140.KQ,HUMAN TECHNOLOGY,KOE,,,92620578816.0,US
ITU.F,Intuit Inc.                   R,FRA,,,92436840448.0,US
082850.KQ,WOOREE BIO,KOE,,,92432039936.0,US
301638.SZ,CSG DIGITAL PWR GRID RES INST C,SHZ,,,92337045504.0,US
TRSTL.XC,Trustpilot Group PLC,CXE,,,923009792.0,US
6213.TW,ITEQ CORP,TAI,,,91981242368.0,US
9660.HK,HORIZONROBOT-W,HKG,,,91518713856.0,US
000938.SZ,UNISPLENDOUR CO. LTD.,SHZ,,,91265146880.0,US
263600.KQ,DERKWOO ELECTRONICS,KOE,,,91121377280.0,US
3324.TWO,AURAS TECHNOLOGY CO,TWO,,,91116920832.0,US
463480.KQ,MOTIVELINK,KOE,,,91069128704.0,US
DUOL.MX,DUOLINGO INC,MEX,,,90949763072.0,US
234300.KQ,STraffic,KOE,,,90832175104.0,US
347890.KQ,MX On,KOE,,,90770112512.0,US
4259.T,EXAWIZARDS INC,JPX,,,90752753664.0,US
038460.KQ,BioSmart,KOE,,,90609229824.0,US
3993.T,PKSHA TECHNOLOGY INC,JPX,,,90074783744.0,US
040910.KQ,ICD,KOE,,,89978142720.0,US
FTNT,"Fortinet, Inc.",NMS,,,89954566144.0,US
002241.SZ,GOERTEK INC.,SHZ,,,89915703296.0,US
2385.TW,CHICONY ELECTRONICS,TAI,,,89869713408.0,US
FTC.L,FILTRONIC PLC ORD 0.1P,LSE,,,890768000.0,US
6196.TW,MARKETECH INTERNATIONAL CORP,TAI,,,88902967296.0,US
088280.KQ,SAWNICS,KOE,,,88609226752.0,US
300475.SZ,SHANNON SEMICONDUCTOR TECHNOLOG,SHZ,,,88514248704.0,US
INL1.F,Intel Corp.                   R,FRA,,,88457601024.0,US
AVALON.NS,AVALON TECHNOLOGIES LTD,NSI,,,88366800896.0,US
CSA.F,Accenture PLC                 R,FRA,,,88284471296.0,US
AVALON.BO,Avalon Technologies Limited,BSE,,,88209850368.0,US
1ACN.MI,Accenture PLC,MIL,,,88130985984.0,US
BSOFT.BO,BIRLASOFT LIMITED,BSE,,,87926382592.0,US
BSOFT.NS,BIRLASOFT LIMITED,NSI,,,87870480384.0,US
AMAGI.NS,AMAGI MEDIA LABS LIMITED,NSI,,,87509106688.0,US
4432.T,WINGARC1ST INC,JPX,,,87472381952.0,US
HHP2.F,Hon Hai Precision Ind. Co.Ltd.R,FRA,,,87267115008.0,US
AMAGI.BO,Amagi Media Labs Limited,BSE,,,87227867136.0,US
3317.HK,XUNCE,HKG,,,87127490560.0,US
6929.T,NIPPON CERAMIC CO LTD,JPX,,,86959153152.0,US
000100.SZ,TCL TECHNOLOGY GROUP CORPORATIO,SHZ,,,86947602432.0,US
056360.KQ,COWEAVER,KOE,,,86876872704.0,US
3CP.F,Xiaomi Corp.                  R,FRA,,,86760857600.0,US
002156.SZ,TONGFU MICROELECTRONICS CO LTD,SHZ,,,86533373952.0,US
3595.TWO,AMC,TWO,,,86309298176.0,US
688775.SS,ARASHI VISION INC,SHH,,,86295199744.0,US
5483.TWO,SINO-AMERICAN SILICON PRODUCTS ,TWO,,,86291120128.0,US
217190.KQ,Genesem,KOE,,,86157131776.0,US
7433.T,HAKUTO CO LTD,JPX,,,86036602880.0,US
3673.T,BROADLEAF CO LTD,JPX,,,85987704832.0,US
3532.TW,FORMOSA SUMCO TECHNOLOGY CORP,TAI,,,85908398080.0,US
025560.KS,Mirae,KSC,,,85799157760.0,US
ADP,"Automatic Data Processing, Inc.",NMS,,,85735006208.0,US
140070.KQ,SurplusGLOBAL,KOE,,,85660114944.0,US
ADB.F,Adobe Inc.                    R,FRA,,,85569142784.0,US
3CPA.F,Xiaomi Corp.                  R,FRA,,,85469765632.0,US
LYFT.MX,LYFT INC,MEX,,,85428568064.0,US
001389.SZ,DELTON TECHNOLOGY (GUANGZHOU) I,SHZ,,,85369987072.0,US
0KED.IL,INFINEON TECHNOLOGIES AG INFINE,IOB,,,85193547776.0,US
1ADBE.MI,ADOBE,MIL,,,85104312320.0,US
ADB.DE,Adobe Inc.                    R,GER,,,85104312320.0,US
ADBE.VI,ADOBE SYSTEMS INC,VIE,,,85003264000.0,US
IFX.VI,INFINEON TECH.AG,VIE,,,84909301760.0,US
1IFX.MI,INFINEON TECHNOLOGIES,MIL,,,84805353472.0,US
IFX.DE,INFINEON TECHNOLOGIES AG      N,GER,,,84714381312.0,US
IFX.F,INFINEON TECHNOLOGIES AG      N,FRA,,,84623417344.0,US
1989.HK,DELTON,HKG,,,84576206848.0,US
688082.SS,ACM RESEARCH (SHANGHAI) INC,SHH,,,84550942720.0,US
033230.KQ,INSUNG,KOE,,,84530675712.0,US
4S0.DE,ServiceNow Inc.               R,GER,,,84484751360.0,US
SNOW.VI,SERVICENOW INC,VIE,,,84484751360.0,US
4S0.F,ServiceNow Inc.               R,FRA,,,84464132096.0,US
1NOW.MI,SERVICENOW,MIL,,,84422877184.0,US
UTLSOLAR.NS,FUJIYAMA POWER SYSTEMS L,NSI,,,84244529152.0,US
UTLSOLAR.BO,Fujiyama Power Systems Limited,BSE,,,84167811072.0,US
2354.TW,FOXCONN TECH CO,TAI,,,84020428800.0,US
109070.KS,JOOSUNG Corp,KSC,,,84003561472.0,US
091440.KQ,Hanwool MS,KOE,,,83768025088.0,US
215790.KQ,INNO INSTRUMENT,KOE,,,83586039808.0,US
002179.SZ,JONHON OPTRONIC TECHNOLOGY CO L,SHZ,,,83553689600.0,US
RUNS.JK,Global Sukses Solusi Tbk.,JKT,,,83373899776.0,US
2353.TW,ACER INC,TAI,,,83271966720.0,US
SYP.F,SYNOPSYS INC.                 R,FRA,,,83233701888.0,US
